Accident Date,Accident Type
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with some other object
24/2/17,Collision with vehicle
24/2/17,Struck Pedestrian
24/2/17,Collision with a fixed object
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with a fixed object
24/2/17,Struck Pedestrian
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
24/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with a fixed object
25/2/17,Collision with vehicle
25/2/17,Struck Pedestrian
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Struck Pedestrian
25/2/17,Collision with vehicle
25/2/17,Collision with a fixed object
25/2/17,Collision with a fixed object
25/2/17,Struck Pedestrian
25/2/17,Collision with a fixed object
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with a fixed object
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Collision with a fixed object
25/2/17,Collision with some other object
25/2/17,Collision with vehicle
25/2/17,Collision with vehicle
25/2/17,Struck Pedestrian
25/2/17,Collision with vehicle
26/2/17,Collision with vehicle
26/2/17,Collision with vehicle
26/2/17,Collision with a fixed object
26/2/17,Collision with a fixed object
26/2/17,Collision with a fixed object
26/2/17,Collision with vehicle
26/2/17,Collision with a fixed object
26/2/17,Collision with vehicle
26/2/17,Collision with a fixed object
26/2/17,Collision with a fixed object
26/2/17,Collision with vehicle
26/2/17,Collision with vehicle
26/2/17,Collision with a fixed object
26/2/17,Collision with vehicle
26/2/17,Collision with vehicle
26/2/17,Collision with vehicle
26/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Struck Pedestrian
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Struck Pedestrian
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Struck Pedestrian
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Struck Pedestrian
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Struck Pedestrian
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with vehicle
27/2/17,Collision with a fixed object
27/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Struck animal
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Struck Pedestrian
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with some other object
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with vehicle
28/2/17,Collision with a fixed object
28/2/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Struck Pedestrian
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with a fixed object
1/3/17,Struck Pedestrian
1/3/17,Struck Pedestrian
1/3/17,Collision with a fixed object
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with a fixed object
1/3/17,Collision with vehicle
1/3/17,Struck Pedestrian
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Struck Pedestrian
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with a fixed object
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
1/3/17,Struck Pedestrian
1/3/17,Collision with vehicle
1/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with some other object
2/3/17,Collision with a fixed object
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with a fixed object
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Struck Pedestrian
2/3/17,Collision with vehicle
2/3/17,Struck Pedestrian
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Struck Pedestrian
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
2/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with a fixed object
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with a fixed object
3/3/17,Struck animal
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Struck Pedestrian
3/3/17,Struck Pedestrian
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with a fixed object
3/3/17,Collision with vehicle
3/3/17,Collision with a fixed object
3/3/17,Collision with vehicle
3/3/17,Collision with vehicle
3/3/17,Collision with a fixed object
3/3/17,Collision with vehicle
4/3/17,Struck Pedestrian
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with a fixed object
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with a fixed object
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with a fixed object
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Struck Pedestrian
4/3/17,Collision with vehicle
4/3/17,Struck Pedestrian
4/3/17,Collision with vehicle
4/3/17,Collision with a fixed object
4/3/17,Struck Pedestrian
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with vehicle
4/3/17,Collision with a fixed object
4/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with a fixed object
5/3/17,Collision with a fixed object
5/3/17,Collision with a fixed object
5/3/17,Collision with a fixed object
5/3/17,Struck Pedestrian
5/3/17,Collision with vehicle
5/3/17,Collision with a fixed object
5/3/17,Collision with a fixed object
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Struck Pedestrian
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Struck Pedestrian
5/3/17,Collision with vehicle
5/3/17,Collision with a fixed object
5/3/17,Collision with vehicle
5/3/17,Collision with a fixed object
5/3/17,Collision with a fixed object
5/3/17,Collision with some other object
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Struck Pedestrian
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Struck Pedestrian
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
5/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with a fixed object
6/3/17,Collision with a fixed object
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with a fixed object
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with a fixed object
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Struck Pedestrian
6/3/17,Struck Pedestrian
6/3/17,Collision with a fixed object
6/3/17,Struck Pedestrian
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with a fixed object
6/3/17,Struck Pedestrian
6/3/17,Collision with vehicle
6/3/17,Collision with a fixed object
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
6/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Struck Pedestrian
7/3/17,Collision with vehicle
7/3/17,Struck Pedestrian
7/3/17,Struck Pedestrian
7/3/17,Collision with vehicle
7/3/17,Collision with a fixed object
7/3/17,Collision with vehicle
7/3/17,Struck Pedestrian
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with a fixed object
7/3/17,Collision with vehicle
7/3/17,Struck Pedestrian
7/3/17,Collision with vehicle
7/3/17,Struck Pedestrian
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
7/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with a fixed object
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Struck Pedestrian
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Struck Pedestrian
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with a fixed object
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Collision with vehicle
8/3/17,Struck Pedestrian
8/3/17,Collision with vehicle
8/3/17,Struck animal
8/3/17,Collision with a fixed object
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with a fixed object
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Collision with vehicle
9/3/17,Struck Pedestrian
9/3/17,Collision with a fixed object
